project_type,budget,planned_duration_days,worker_count,task_count,location_type,has_subcontractors,snapshot_progress_pct,actual_cost_at_snapshot,cpi,spi,delayed_task_count,delayed_task_ratio,labour_ratio,material_ratio,months_elapsed,budget_used_pct,schedule_efficiency,overrun_pct
2,74808237.0,1117,20,113,0,1,40.78,35584110.61,0.8572,0.7749,36,0.3183,0.2308,0.6732,15,47.57,2.7184,42.6944
1,241203860.4,1787,80,179,0,1,37.55,236292551.74,0.3833,0.7252,69,0.3844,0.3287,0.4186,22,97.96,1.7066,37.1276
1,57262001.92,1032,19,104,0,1,31.44,21681349.73,0.8303,1.0406,5,0.0447,0.3122,0.5402,10,37.86,3.1437,31.7399
0,11078958.86,34,7,6,2,0,70.7,9559630.79,0.8194,1.033,1,0.2264,0.3983,0.6875,1,86.29,70.704,34.8076
1,29685080.22,1286,10,132,0,1,64.54,16280020.41,1.1769,1.1267,0,0.0,0.3085,0.403,27,54.84,2.3905,-18.9874
1,327392296.61,1702,109,168,0,1,70.38,348921868.51,0.6604,0.9286,21,0.1243,0.2103,0.5489,39,106.58,1.8046,36.412
2,143212747.4,261,59,36,0,1,44.7,50021758.81,1.2798,0.6303,4,0.1068,0.3455,0.6154,3,34.93,14.9006,42.3928
1,73452427.39,1269,24,129,1,1,56.74,61688706.38,0.6756,0.8342,31,0.237,0.4069,0.6137,24,83.98,2.3643,37.1547
1,198562205.0,1045,66,105,2,0,74.93,117174497.33,1.2697,1.0707,0,0.0,0.2986,0.4564,26,59.01,2.8819,-20.0
2,80443378.32,883,103,108,1,1,55.93,68942134.05,0.6526,0.9662,3,0.0302,0.12,0.72,16,85.7,3.4955,71.3516
1,170822978.27,263,45,30,0,1,87.18,114912931.31,1.296,0.6898,9,0.2862,0.27,0.3833,7,67.27,12.4541,29.4715
1,31746747.31,1389,10,142,0,1,91.92,37531936.7,0.7776,0.886,8,0.0583,0.339,0.4763,42,118.22,2.1887,22.7217
0,3808838.24,100,12,11,0,1,84.55,3268204.68,0.9853,1.0807,0,0.0265,0.444,0.49,2,85.81,42.2726,25.6861
1,123819796.13,435,56,53,0,1,67.74,95464830.68,0.8785,1.0016,8,0.1571,0.3023,0.6173,9,77.1,7.5261,55.0081
1,62719347.75,782,20,79,2,1,37.86,33097823.78,0.7174,0.9707,4,0.0493,0.312,0.5085,9,52.77,4.2065,45.4295
1,48893481.0,1036,16,101,1,1,77.5,38198720.87,0.9919,1.0616,0,0.0,0.3443,0.5376,26,78.13,2.9806,-4.7209
1,62677870.17,1318,20,129,0,1,49.53,30428890.18,1.0203,1.1577,0,0.0,0.3184,0.4954,21,48.55,2.3587,-1.9438
0,7025500.48,64,10,5,1,0,26.34,1891505.97,0.9783,1.1538,1,0.1664,0.3193,0.5127,1,26.92,26.3391,23.0156
1,196895201.14,307,30,38,0,1,28.3,56506462.82,0.9861,1.1323,5,0.1315,0.1575,0.5984,2,28.7,14.1495,28.1271
1,87990413.43,314,30,43,0,1,84.31,88467038.07,0.8386,1.1073,14,0.3331,0.2768,0.4537,8,100.54,10.5392,54.5216
2,453863543.12,226,77,26,0,1,57.65,654131372.73,0.4,0.9821,10,0.3837,0.2367,0.6093,4,144.13,14.4125,199.1452
1,71189117.02,1428,23,142,0,1,81.46,51394832.3,1.1283,1.075,0,0.0,0.1912,0.5188,38,72.19,2.1436,-11.3388
1,156294097.52,2350,52,238,0,1,25.95,85058306.2,0.4768,0.6135,116,0.4868,0.3034,0.41,20,54.42,1.2973,60.7593
1,72727436.87,1638,24,165,0,1,32.42,20834670.13,1.1318,0.9092,0,0.0,0.2374,0.467,17,28.65,1.9073,-9.1668
1,181654392.89,319,63,38,2,1,42.04,113999605.99,0.6699,1.0081,8,0.2078,0.3267,0.5637,4,62.76,10.5095,85.0693
0,20255072.66,137,8,20,0,0,27.09,4610678.29,1.1901,0.9196,2,0.1143,0.3756,0.373,1,22.76,27.0894,1.9743
0,19475239.78,112,10,15,0,0,40.05,7840822.69,0.9949,1.0786,7,0.4926,0.4413,0.3723,1,40.26,40.0532,17.021
2,53257298.61,743,52,89,1,1,88.56,56686237.88,0.832,1.0615,16,0.1824,0.231,0.6785,21,106.44,4.2171,55.6187
2,187529408.72,200,131,22,1,1,61.7,142844745.24,0.81,1.1769,3,0.1287,0.2595,0.5272,4,76.17,15.424,40.667
2,443344268.29,688,69,89,1,1,76.11,400277888.08,0.843,0.9359,25,0.2822,0.3064,0.5716,17,90.29,4.4772,65.926
1,95314633.82,188,37,20,1,1,48.58,49411005.65,0.9372,0.7502,8,0.4105,0.3861,0.3332,3,51.84,16.1945,68.7027
0,4760513.18,75,14,6,1,0,90.63,4083092.5,1.0567,0.8049,1,0.204,0.3204,0.3845,2,85.77,45.3171,6.675
1,57756741.4,330,5,44,0,1,77.73,86537579.08,0.5188,1.1395,7,0.149,0.3808,0.4845,8,149.83,9.7157,106.2428
2,142363042.49,739,85,89,0,1,40.71,51917841.5,1.1164,0.7521,12,0.1293,0.144,0.5221,10,36.47,4.0714,55.8463
0,59754923.39,1459,39,143,0,1,75.0,62945185.83,0.712,0.9312,16,0.1131,0.2642,0.5044,36,105.34,2.0833,23.8285
0,1561099.06,145,8,21,0,1,53.48,756118.07,1.1043,0.8192,2,0.1089,0.4135,0.3715,2,48.43,26.7422,-7.7026
2,48018601.0,1122,20,110,0,1,85.18,51948951.74,0.7874,0.9512,15,0.1337,0.35,0.5529,31,108.19,2.7478,22.1479
0,15715127.97,88,7,13,2,0,65.5,11699590.42,0.8797,0.7125,2,0.1346,0.3886,0.4777,1,74.45,65.4955,36.8007
2,765890210.13,632,75,81,0,1,41.57,338594434.56,0.9403,0.4,26,0.3207,0.2878,0.5656,8,44.21,5.1962,72.7452
0,22043174.53,187,11,25,1,1,74.36,19390653.84,0.8453,0.5976,5,0.1936,0.4839,0.5035,4,87.97,18.59,52.0849
0,26391346.11,142,14,16,0,1,25.91,7237456.67,0.9448,0.7749,3,0.1951,0.3289,0.5291,1,27.42,25.9092,42.8747
1,99630113.81,1452,33,143,0,1,59.9,65309554.91,0.9137,0.9633,19,0.1354,0.2492,0.5165,28,65.55,2.1392,30.5059
1,146878171.39,539,28,67,1,1,87.43,105898537.64,1.2127,0.8542,24,0.3638,0.2745,0.4905,15,72.1,5.8289,38.3363
2,551982740.41,409,45,56,1,1,80.76,459473401.65,0.9702,0.7184,4,0.074,0.3235,0.4785,11,83.24,7.342,60.0748
1,64434131.92,2288,21,229,2,1,89.16,76866992.52,0.7474,0.8421,76,0.3322,0.3836,0.3781,67,119.3,1.3307,50.1517
2,539567858.16,756,110,99,0,1,84.38,917280070.11,0.4964,1.1227,48,0.4804,0.1723,0.6238,21,170.0,4.0182,151.7719
1,25195440.43,152,51,19,0,1,29.23,5992692.38,1.2291,1.0721,2,0.1138,0.2587,0.4209,1,23.78,29.2341,-1.3926
0,22375408.08,35,11,5,1,0,40.11,9318336.72,0.9631,0.6593,3,0.594,0.2982,0.4728,1,41.65,40.1071,50.6659
2,30961711.66,676,20,70,0,1,80.45,48922990.35,0.5092,0.7832,16,0.2285,0.3079,0.6013,18,158.01,4.4696,93.8428
0,65536046.33,1928,43,194,0,1,56.75,27955920.66,1.3305,1.0931,0,0.0,0.4157,0.3989,36,42.66,1.5765,-20.0
1,61235519.48,1052,20,108,0,1,33.71,24106661.46,0.8564,0.9778,0,0.0,0.2463,0.3453,11,39.37,3.0648,19.0313
0,24173288.66,106,7,10,1,1,64.06,13529481.93,1.1445,0.9763,4,0.4047,0.3671,0.4711,2,55.97,32.0291,16.892
1,63347864.99,381,32,45,1,1,63.74,35862133.13,1.1258,0.5018,11,0.2349,0.3464,0.4161,8,56.61,7.9669,34.9815
2,33175738.0,1110,20,114,0,1,87.19,31492585.11,0.9185,0.9368,4,0.0369,0.2398,0.6082,32,94.93,2.7246,15.9539
0,29049957.95,156,14,20,2,0,40.21,8894317.82,1.3133,1.1713,9,0.4606,0.3617,0.3029,2,30.62,20.1047,-12.4354
1,45312359.52,2300,15,228,0,1,63.94,28368286.87,1.0214,1.0908,0,0.0,0.2637,0.5019,49,62.61,1.305,-0.6208
2,649453868.1,516,89,62,1,1,70.72,1148305088.68,0.4,0.7577,3,0.0539,0.2337,0.7117,12,176.81,5.8937,200.0
1,37857532.26,1609,12,159,0,1,28.29,8133477.53,1.3166,1.2106,0,0.0,0.2757,0.505,15,21.48,1.8858,-20.0
1,9483173.31,365,13,48,2,1,57.05,4616143.91,1.172,1.0372,17,0.3596,0.2097,0.492,6,48.68,9.5087,17.014
1,27748093.72,1514,10,153,0,1,38.78,10323150.49,1.0425,0.992,11,0.07,0.3655,0.435,19,37.2,2.0413,-10.1625
0,76843117.06,2025,51,203,0,1,35.09,45499935.37,0.5927,0.7433,105,0.5151,0.307,0.457,23,59.21,1.5258,55.0167
1,52431703.44,1767,17,178,1,1,64.99,44637342.42,0.7634,0.9928,0,0.0,0.2732,0.5113,38,85.13,1.7102,14.0015
2,30231391.67,799,20,78,0,1,75.6,17917269.81,1.2756,0.8807,9,0.1189,0.1809,0.6342,20,59.27,3.78,-20.0
1,53214779.38,1711,17,169,0,1,64.33,33397537.02,1.0251,1.0481,0,0.0,0.216,0.527,36,62.76,1.787,-5.9742
1,37989274.04,1132,12,116,0,1,39.37,16811480.82,0.8896,0.8453,22,0.1856,0.1745,0.4152,14,44.25,2.812,12.4737
2,631364593.34,545,89,67,0,1,53.4,317112181.24,1.0632,0.6739,25,0.3679,0.3111,0.5005,9,50.23,5.9332,68.5412
0,40122344.51,1177,26,118,0,1,47.09,22545666.7,0.8379,0.8962,18,0.1529,0.3408,0.481,18,56.19,2.6159,11.4876
0,5668568.42,38,6,5,0,0,44.41,2539955.54,0.9912,0.4344,2,0.3203,0.3265,0.3247,1,44.81,44.4147,41.7509
1,155799837.65,2558,51,256,0,1,62.78,109763507.97,0.8911,0.8946,45,0.1776,0.2554,0.4635,53,70.45,1.1845,15.3741
2,58421876.45,1631,20,163,0,1,80.36,106364693.37,0.4414,0.6688,74,0.4539,0.2695,0.6282,43,182.06,1.8688,108.1058
1,68513677.07,488,52,60,1,1,51.67,29348450.46,1.2062,0.8227,12,0.1929,0.379,0.4653,8,42.84,6.4583,24.5189
0,47120804.25,1593,31,160,2,1,84.24,41279594.46,0.9616,1.0036,0,0.0,0.4154,0.4387,44,87.6,1.9146,0.0597
2,63483307.0,748,20,77,0,1,85.59,84530488.7,0.6428,0.8525,15,0.2002,0.4445,0.6238,21,133.15,4.0758,65.1929
1,38657545.14,209,38,23,1,1,83.95,32974289.55,0.9842,0.8725,5,0.2174,0.2198,0.4767,5,85.3,16.7895,17.4157
2,937624688.79,679,156,86,0,1,78.18,677892217.81,1.0814,1.1041,19,0.2244,0.3594,0.4759,17,72.3,4.599,35.2817
1,124151756.04,354,30,43,0,1,57.78,125180257.3,0.573,0.7402,3,0.0751,0.3287,0.4546,6,100.83,9.6298,105.2666
1,30396336.53,166,32,20,0,1,37.81,17435446.05,0.6592,1.2464,4,0.1774,0.2355,0.5405,2,57.36,18.9064,87.0953
1,39525537.09,1100,13,108,0,1,29.39,28130620.58,0.413,0.8217,12,0.1122,0.2378,0.4597,10,71.17,2.939,77.0936
2,28195402.69,828,20,81,0,1,25.28,12981055.47,0.5491,0.8117,23,0.29,0.1428,0.4253,6,46.04,4.2137,57.762
1,232027041.14,3380,77,338,0,1,73.77,164366223.37,1.0413,1.0395,13,0.0379,0.2837,0.4193,83,70.84,0.8887,4.0381
0,28092060.37,92,13,12,1,1,34.98,8138749.21,1.2074,0.9504,2,0.1315,0.2932,0.2755,1,28.97,34.9802,-6.8186
1,76216945.55,288,42,39,0,1,81.52,64319313.26,0.966,1.0479,12,0.3074,0.3084,0.6019,7,84.39,11.6453,27.2039
1,65366169.73,1209,21,123,0,1,50.79,42367711.36,0.7836,0.8275,34,0.2724,0.2414,0.4847,20,64.82,2.5395,28.0912
2,28932013.37,2160,20,214,2,1,69.22,47390965.93,0.4226,0.5632,105,0.4915,0.2537,0.4175,49,163.8,1.4127,144.5891
2,41646219.76,1211,20,123,0,1,51.4,27219348.73,0.7864,0.8979,20,0.16,0.2788,0.3796,20,65.36,2.57,17.1045
1,86927197.26,494,41,61,0,1,87.62,62021705.44,1.2281,1.0021,9,0.1485,0.3826,0.5359,14,71.35,6.2589,20.8444
1,101719077.31,522,28,66,2,1,44.5,50738981.79,0.8921,0.794,28,0.4296,0.37,0.5623,7,49.88,6.3568,51.0494
1,35345467.51,1505,11,150,1,1,45.46,19785621.15,0.8122,0.7467,53,0.3532,0.2737,0.567,22,55.98,2.0666,67.0589
1,11661556.51,470,33,59,1,1,29.46,3147641.11,1.0914,0.7215,9,0.1517,0.1984,0.4787,4,26.99,7.3647,10.7902
0,10273983.35,70,9,11,1,0,66.91,7344650.03,0.9359,0.7357,1,0.0963,0.3455,0.3475,1,71.49,66.907,8.668
2,30031973.11,1072,20,105,2,1,28.32,8431478.31,1.0088,1.0104,7,0.0666,0.2346,0.5226,10,28.08,2.8321,7.7451
2,232387238.65,498,46,52,2,1,51.13,143012332.39,0.8309,0.8982,6,0.1233,0.276,0.5543,8,61.54,6.3918,40.7454
0,10201685.69,62,9,11,2,0,44.69,3593566.04,1.2686,1.1338,6,0.5693,0.4845,0.4446,1,35.23,44.6853,-13.7624
1,18319525.69,306,43,41,0,1,65.3,11752557.15,1.0179,1.1225,5,0.1308,0.2923,0.5353,6,64.15,10.8833,7.616
1,157041071.0,1824,52,185,0,1,82.13,171140426.66,0.7536,0.8635,37,0.2002,0.2815,0.4879,49,108.98,1.676,50.1013
2,41849006.99,1264,20,126,0,1,65.0,22722041.04,1.1971,1.089,0,0.0,0.2193,0.5708,27,54.3,2.4073,-16.3859
1,131753659.13,1899,43,188,0,1,62.19,94342635.2,0.8685,1.0344,0,0.0,0.2109,0.5099,39,71.61,1.5946,13.0158
2,893711732.68,884,68,107,0,1,82.91,1341315046.51,0.5524,0.8687,38,0.3516,0.4316,0.5194,24,150.08,3.4546,142.3576
0,8635546.77,84,7,11,2,0,76.14,5402260.37,1.2171,0.7102,4,0.3182,0.3465,0.3588,2,62.56,38.0695,10.508
0,50682193.7,886,33,92,0,1,30.71,18750568.21,0.8302,1.1007,0,0.0,0.4195,0.4359,9,37.0,3.4128,2.6384
0,29825693.85,38,10,8,0,0,60.48,19130991.98,0.9428,1.1485,4,0.5524,0.4346,0.4423,1,64.14,60.4767,33.1364
2,120228419.72,1406,24,142,2,1,91.02,113257451.74,0.9662,0.939,7,0.0525,0.2626,0.661,42,94.2,2.1671,4.505
0,43737511.0,1209,29,124,1,1,80.23,35066287.49,1.0006,1.1091,0,0.0,0.3691,0.4223,32,80.17,2.507,-7.1347
0,23281555.68,83,12,11,0,1,91.15,17279722.22,1.2281,1.0799,1,0.072,0.357,0.6027,2,74.22,45.5761,-17.571
1,72727436.87,1638,24,165,0,1,66.35,43947223.51,1.098,0.9693,6,0.0363,0.2541,0.5119,36,60.43,1.843,-9.1668
1,30743932.0,1322,10,131,0,1,34.16,12960311.0,0.8103,1.0055,0,0.0,0.2654,0.6088,15,42.16,2.2771,29.9482
2,98893323.25,294,106,33,2,1,69.99,57171753.86,1.2106,0.771,6,0.1851,0.2019,0.6886,6,57.81,11.6644,62.3429
0,2105184.24,129,16,16,0,0,43.12,702164.23,1.2928,1.1138,5,0.3361,0.4922,0.4959,1,33.35,43.1185,-14.7282
2,750217952.54,721,122,89,0,1,91.53,769922991.09,0.8919,1.1801,17,0.1871,0.1953,0.5284,21,102.63,4.3588,60.0628
1,28618607.32,2086,10,211,0,1,28.48,14185429.53,0.5745,0.9249,38,0.182,0.3113,0.4376,19,49.57,1.4988,102.038
2,30239585.3,1175,20,117,0,1,88.46,25724585.02,1.0398,1.0595,0,0.0,0.2696,0.6074,34,85.07,2.6017,-4.9776
1,158601435.89,2411,52,240,0,1,31.08,68950369.24,0.7148,0.9349,19,0.0805,0.22,0.397,24,43.47,1.2949,26.0171
1,44051857.94,1829,14,181,0,1,30.15,10629879.28,1.2496,1.0119,0,0.0,0.2642,0.6155,18,24.13,1.6752,-20.0
1,123005190.64,1556,41,157,0,1,29.45,31571892.67,1.1472,1.1519,0,0.0,0.3135,0.4109,15,25.67,1.963,-20.0
1,102717558.4,1619,34,165,0,1,45.57,56448875.96,0.8293,0.8706,34,0.2039,0.2854,0.5925,24,54.96,1.8989,36.2935
0,15295628.24,79,10,6,0,1,45.5,10322063.62,0.6742,0.9139,1,0.1054,0.208,0.5369,1,67.48,45.4963,69.4033
0,23462582.64,70,8,7,1,0,78.56,18304321.05,1.007,1.1372,0,0.0492,0.3446,0.4212,1,78.01,78.5575,9.8864
0,17383822.66,92,11,14,0,0,69.03,9732806.1,1.2329,1.039,3,0.2161,0.3031,0.4935,2,55.99,34.5132,-16.2616
2,347109556.43,555,121,74,0,1,91.8,232268934.15,1.3718,0.8365,20,0.27,0.2782,0.5758,16,66.92,5.7373,26.4572
1,7824414.88,441,33,53,0,1,71.27,4157118.85,1.3415,1.0079,11,0.2002,0.2564,0.5426,10,53.13,7.1275,2.8007
0,3713675.33,136,9,22,0,1,64.29,2054647.24,1.162,1.0384,3,0.1274,0.49,0.3097,2,55.33,32.1438,-6.4152
1,663187402.0,2634,221,263,0,1,67.68,850632389.53,0.5277,0.7437,62,0.2372,0.2524,0.5308,59,128.26,1.1472,56.9878
1,187196860.91,454,31,57,1,1,55.76,86960480.66,1.2004,0.8176,8,0.1375,0.239,0.6014,8,46.45,6.9703,20.2696
1,28656581.78,1838,10,186,1,1,51.29,22636660.15,0.6494,0.8551,18,0.0969,0.3399,0.5002,31,78.99,1.6547,54.1846
1,80561925.64,209,33,25,0,1,30.23,20647768.6,1.1796,1.0986,7,0.2775,0.2862,0.3565,2,25.63,15.1158,13.2632
1,185555771.62,1907,61,188,0,1,76.71,231513980.6,0.6149,0.8355,22,0.1166,0.1593,0.566,48,124.77,1.5982,52.54
2,113143969.5,777,108,102,0,1,34.89,31686664.12,1.246,0.6531,30,0.294,0.2161,0.6375,9,28.01,3.8771,52.6792
1,50978960.0,913,16,94,0,1,61.04,44221493.04,0.7036,0.8069,30,0.3165,0.2545,0.5545,18,86.74,3.3909,53.0543
1,52345319.88,1363,17,134,1,1,68.07,58893055.14,0.6051,0.8403,17,0.127,0.2913,0.4959,30,112.51,2.2691,69.5095
2,58721309.35,1240,20,128,0,1,52.47,52819850.07,0.5834,0.674,52,0.4071,0.3187,0.5919,21,89.95,2.4987,57.7351
0,53799517.0,1073,35,106,0,1,50.86,49180615.15,0.5564,0.781,29,0.2718,0.3103,0.4261,18,91.41,2.8258,66.0581
0,13979451.79,194,10,29,1,0,33.76,5802839.81,0.8134,0.7727,11,0.3707,0.3694,0.5061,2,41.51,16.8813,40.1616
2,450073674.0,2506,90,253,0,1,77.04,487815181.96,0.7108,0.8232,79,0.311,0.2555,0.4914,64,108.39,1.2038,57.6066
1,28996199.62,724,10,71,0,1,55.63,13771323.48,1.1712,0.8277,11,0.1608,0.3292,0.5019,13,47.49,4.2789,-19.1689
1,104812972.18,119,41,11,1,1,39.76,30159032.64,1.3819,0.8798,3,0.2573,0.3399,0.5571,1,28.77,39.7632,15.2001
1,210833038.0,1743,70,178,0,1,80.61,282522059.0,0.6016,0.8661,44,0.2477,0.128,0.4778,46,134.0,1.7524,70.5972
2,28062983.26,2345,20,237,1,1,68.79,55152757.63,0.35,0.3727,154,0.65,0.1906,0.5583,53,196.53,1.2979,168.2839
0,17794656.8,101,11,9,1,0,60.65,21775788.25,0.4956,0.5592,2,0.1694,0.3947,0.4753,2,122.37,30.3269,125.1426
1,109873646.27,222,28,28,2,1,25.25,23048333.57,1.2035,0.9301,12,0.4186,0.3528,0.5804,1,20.98,25.2468,29.2711
1,184822818.28,280,13,38,0,1,33.7,64946271.88,0.959,0.7096,21,0.5479,0.269,0.4862,3,35.14,11.2335,52.9488
1,345290949.0,1906,115,189,0,1,47.68,147481527.16,1.1162,1.2015,0,0.0,0.2816,0.4473,30,42.71,1.5892,-8.2988
2,36254690.15,1976,20,196,1,1,74.36,21500548.78,1.2538,1.0421,0,0.0,0.1206,0.5978,48,59.3,1.5491,-20.0
0,32997525.59,2858,21,287,0,1,79.71,28001681.6,0.9393,0.9448,7,0.0258,0.3568,0.4935,75,84.86,1.0628,0.049
1,135842570.75,344,24,41,1,1,71.87,72263226.65,1.351,1.114,15,0.3699,0.3074,0.6122,8,53.2,8.9838,1.677
1,36840305.8,1719,12,173,2,1,46.54,15224697.04,1.1262,1.2664,0,0.0,0.1783,0.4959,26,41.33,1.79,-20.0
1,128695253.11,408,26,53,0,1,36.53,71186866.51,0.6604,0.4548,4,0.0724,0.2527,0.6235,4,55.31,9.1317,88.0659
1,32006590.0,1261,10,128,0,1,39.62,10664951.96,1.189,1.0579,0,0.0,0.3095,0.5367,16,33.32,2.4761,-8.627
2,958881433.88,686,110,86,1,1,67.78,1434546258.08,0.4531,1.0078,7,0.0854,0.2621,0.6634,15,149.61,4.5188,151.6624
1,131668599.29,1861,43,188,0,1,31.92,47177040.41,0.8909,0.7352,67,0.355,0.2649,0.4741,19,35.83,1.6801,31.0227
2,337827104.83,472,93,63,1,1,49.64,145600715.23,1.1517,0.5687,15,0.2413,0.2957,0.6808,7,43.1,7.0913,39.5074
2,543217485.01,163,140,21,1,1,87.2,437978989.03,1.0816,0.9782,9,0.4281,0.12,0.5395,4,80.63,21.8011,29.0263
1,157103465.02,218,32,25,0,1,91.91,169609199.95,0.8513,1.1873,15,0.6133,0.3335,0.5816,6,107.96,15.3176,48.4456
2,426273981.4,663,71,84,0,1,77.54,301202767.72,1.0973,0.6622,6,0.0675,0.2051,0.6564,17,70.66,4.5611,38.0012
0,5917454.36,194,11,22,0,0,79.74,3825453.56,1.2335,0.8923,6,0.2728,0.2948,0.569,5,64.65,15.9484,-5.1285
2,161822474.25,568,77,69,1,1,54.62,100479002.95,0.8797,0.6542,21,0.3092,0.2687,0.7119,10,62.09,5.4623,73.752
2,554674687.34,224,47,25,1,1,41.18,252076939.34,0.9061,0.7451,8,0.3031,0.3098,0.5282,3,45.45,13.7265,72.362
0,36818547.29,2439,24,244,0,1,69.3,34045181.06,0.7495,0.9035,18,0.0758,0.3305,0.4341,56,92.47,1.2375,42.4019
0,5069823.12,66,4,5,1,0,75.89,3483454.56,1.1045,0.9536,2,0.3577,0.4654,0.3145,1,68.71,75.8905,11.7233
1,125719420.24,183,29,19,0,1,81.27,77933798.37,1.311,0.8272,5,0.2828,0.3715,0.4653,4,61.99,20.3166,16.0283
2,31293341.36,612,20,60,0,1,30.47,11244213.95,0.8479,0.9207,3,0.0576,0.2593,0.5668,6,35.93,5.0778,14.4438
1,39497706.65,825,13,85,0,1,75.07,33416648.74,0.8874,1.0264,1,0.0078,0.3787,0.4536,20,84.6,3.7537,10.2831
1,174806169.0,1138,58,114,0,1,82.38,122038231.96,1.18,1.0038,0,0.0,0.227,0.5589,31,69.81,2.6574,-18.9131
2,75875349.89,420,20,40,2,1,28.26,40348270.6,0.5314,0.8609,4,0.097,0.1923,0.5733,3,53.18,9.4202,74.0855
1,174162502.4,2650,58,266,0,1,60.6,105552754.82,0.9998,0.9625,4,0.0139,0.1635,0.5449,53,60.61,1.1433,8.3843
0,1701867.07,121,13,15,2,1,58.57,822905.25,1.2114,0.9191,2,0.1219,0.3148,0.4421,2,48.35,29.2868,1.813
2,86286560.34,1214,20,121,0,1,72.9,75271742.35,0.8357,0.9675,5,0.0433,0.1884,0.5157,29,87.23,2.5138,22.5505
2,28965028.88,1830,20,184,1,1,65.84,29301597.31,0.6508,0.7702,69,0.377,0.229,0.4946,40,101.16,1.646,44.3695
0,62420485.81,1624,41,166,2,1,60.99,42461887.24,0.8966,0.9695,23,0.1359,0.2646,0.3367,33,68.03,1.8482,3.4828
2,956091032.42,719,97,91,1,1,43.28,485752044.69,0.8519,1.1026,3,0.0382,0.3384,0.5185,10,50.81,4.3281,50.3432
1,33617472.1,3380,11,341,0,1,77.94,30999134.96,0.8452,0.8917,47,0.1377,0.2803,0.5304,87,92.21,0.8958,18.3769
0,2107887.61,156,6,16,0,0,25.88,472889.08,1.1535,1.085,3,0.1945,0.2805,0.4601,1,22.43,25.8773,-14.6361
2,763354560.77,862,69,110,1,1,88.22,889059096.34,0.7574,1.1081,16,0.1437,0.2478,0.606,25,116.47,3.5287,62.7632
1,134207483.65,1684,44,170,0,1,79.79,138846448.85,0.7713,0.9083,27,0.1591,0.2649,0.5412,44,103.46,1.8135,26.7351
1,49195640.8,156,29,17,0,1,33.44,24480926.66,0.6719,0.5147,2,0.1096,0.3829,0.4854,1,49.76,33.435,96.7911
1,52530892.0,1227,17,123,0,1,53.65,35457839.07,0.7948,0.966,0,0.0,0.2763,0.5648,21,67.5,2.5547,10.9735
1,111757142.39,627,37,66,0,1,64.54,100782715.93,0.7157,0.853,10,0.1546,0.2534,0.687,13,90.18,4.9649,45.8102
2,763905278.02,815,128,102,1,1,78.21,556635502.75,1.0733,1.0451,19,0.1856,0.1244,0.5095,21,72.87,3.7244,45.77
2,282189203.42,162,87,24,1,1,59.78,272158558.16,0.6198,1.0917,2,0.0954,0.2897,0.6272,3,96.45,19.926,114.7066
1,50286710.23,1704,16,174,0,1,82.08,64748669.41,0.6375,0.8159,46,0.2635,0.2333,0.5518,46,128.76,1.7844,42.9453
0,3851329.06,180,9,21,1,0,82.77,2705387.19,1.1783,0.7209,4,0.1961,0.3983,0.437,4,70.25,20.6928,10.5125
1,112491905.0,1025,37,103,0,1,26.8,53495457.42,0.5635,0.7089,41,0.3984,0.3111,0.5481,9,47.55,2.9777,54.2835
1,50782315.51,1303,16,130,0,1,53.61,31209574.99,0.8723,0.9153,8,0.0591,0.3055,0.4157,23,61.46,2.3309,25.7279
1,43721655.0,1148,14,117,0,1,41.16,14316577.65,1.257,1.1024,0,0.0,0.3395,0.6105,15,32.74,2.744,-20.0
1,100897309.0,1657,33,164,0,1,73.04,89158501.14,0.8266,0.8445,61,0.3711,0.3225,0.5267,40,88.37,1.8261,31.5293
1,98846727.24,2047,32,205,0,1,56.55,42297876.14,1.3216,1.1006,0,0.0,0.3366,0.3504,38,42.79,1.4883,-19.026
2,92682582.09,2525,20,254,0,0,45.42,120282304.51,0.35,0.4287,165,0.65,0.3256,0.6259,38,129.78,1.1953,180.3812
2,89043565.16,2184,20,219,1,1,67.06,79206128.52,0.7539,1.0163,0,0.0,0.2121,0.5375,48,88.95,1.3971,24.3863
0,126987874.7,1413,84,140,0,1,47.03,68867967.89,0.8672,0.9592,14,0.098,0.4023,0.4014,22,54.23,2.1376,23.2466
2,30580165.9,1317,20,134,0,1,62.58,15004910.0,1.2754,1.0312,0,0.0,0.3425,0.5715,27,49.07,2.3177,-20.0
1,212547453.0,1208,70,118,0,1,89.23,209584232.25,0.905,0.9643,3,0.0237,0.355,0.3787,35,98.61,2.5495,8.565
0,23197080.67,61,11,5,1,0,46.48,10843019.23,0.9943,0.8613,3,0.5404,0.3728,0.3633,1,46.74,46.4751,44.065
1,60706733.23,1456,20,146,0,1,38.29,23033715.68,1.009,0.9142,17,0.1154,0.3102,0.5654,18,37.94,2.127,-2.602
1,72934672.06,1815,24,185,0,1,51.8,60318434.66,0.6263,0.8781,35,0.1889,0.3901,0.3805,31,82.7,1.6709,53.6331
1,57128068.44,190,28,28,1,1,86.55,40893204.79,1.2091,0.9882,9,0.3117,0.3819,0.5421,5,71.58,17.3101,8.5307
0,25954941.38,156,4,16,0,0,62.14,16902962.86,0.9542,1.0088,2,0.1063,0.3002,0.528,3,65.12,20.7144,9.7899
2,651826576.18,374,81,47,2,1,28.07,146204726.5,1.2513,0.8909,16,0.337,0.2774,0.6849,3,22.43,9.3554,27.2979
